Issue Date,Applied Date,Permit Type,Property Class,Permit Class,Work Class,Status Current,Total Job Valuation,Housing Units,Number Of Floors,Council District,Original Zip,Latitude,Longitude,Contractor Company Name,Fiscal Year Issued,Calendar Year Issued,Has Valuation
2020-04-27,2019-10-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39761535,-97.61276814,,2020,2020,No
2020-04-27,2019-10-28,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.38962095,-97.61437696,,2020,2020,No
2020-04-27,2019-09-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.14918058,-97.71624523,,2020,2020,No
2020-04-24,2020-04-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.15978656,-97.72625374,,2020,2020,No
2020-04-23,2020-04-22,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78653.0,,,Four 8 Electric,2020,2020,No
2020-04-23,2020-01-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.14900316,-97.71725323,,2020,2020,No
2020-04-23,2019-10-16,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39759717,-97.61255924,,2020,2020,No
2020-04-22,2020-04-07,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46537789,-97.68859632,,2020,2020,No
2020-04-22,2019-10-31,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78745.0,30.22350631,-97.78446711,,2020,2020,No
2020-04-22,2020-04-07,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46572352,-97.6885519,,2020,2020,No
2020-04-22,2019-10-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.16058911,-97.7271721,,2020,2020,No
2020-04-21,2019-04-12,Plumbing Permit,Commercial,Commercial,Repair,Final,,,1.0,1,78754.0,30.35116892,-97.61666279,Goodwin & Company,2020,2020,No
2020-04-20,2020-04-20,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,3,78741.0,30.23433699,-97.71398508,Supernova Electric,2020,2020,No
2020-04-20,2019-11-04,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78652.0,30.17187493,-97.9231838,,2020,2020,No
2020-04-19,2020-04-17,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,4,78752.0,30.33704637,-97.71022296,Frank'S Electric,2020,2020,No
2020-04-17,2019-04-18,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.12774533,-97.80769934,,2020,2020,No
2020-04-17,2020-04-16,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,0.0,4,78723.0,30.31951754,-97.68423748,,2020,2020,No
2020-04-17,2020-03-31,Plumbing Permit,Residential,Residential,Change Out,Final,,,,7,78756.0,30.32934877,-97.7451719,Abc Home & Commercial Service,2020,2020,No
2020-04-16,2020-04-09,Mechanical Permit,Residential,Residential,Change Out,Final,,,,3,78702.0,30.25952036,-97.73362306,,2020,2020,No
2020-04-16,2020-04-15,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78660.0,30.40880766,-97.63678141,,2020,2020,No
2020-04-16,2019-05-22,Driveway / Sidewalks,Residential,Res. Sidewalk,New,Final,,,,Unknown,,,,,2020,2020,No
2020-04-16,2019-08-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78736.0,30.24526374,-97.89638774,,2020,2020,No
2020-04-16,2020-04-14,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,10,78703.0,30.30642729,-97.7536255,,2020,2020,No
2020-04-15,2020-02-21,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,2,78744.0,30.14892409,-97.717825,"In Charge Electrical Services, Llc",2020,2020,No
2020-04-15,2020-04-15,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78721.0,30.26816839,-97.68252546,Armadillo Plumbing,2020,2020,No
2020-04-15,2020-04-01,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,1,78660.0,30.39908225,-97.61501759,,2020,2020,No
2020-04-15,2019-12-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35196501,-97.60273392,,2020,2020,No
2020-04-14,2020-04-14,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78759.0,30.42660716,-97.77744899,,2020,2020,No
2020-04-14,2020-01-29,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78660.0,30.39180366,-97.61380461,D R Horton Homes,2020,2020,No
2020-04-13,2019-10-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,3,78702.0,30.26476304,-97.70051436,,2020,2020,No
2020-04-10,2020-04-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78725.0,30.21719692,-97.63281668,,2020,2020,No
2020-04-09,2019-07-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.20285693,-97.70126106,,2020,2020,No
2020-04-09,2020-03-13,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78758.0,30.40871911,-97.6904268,,2020,2020,No
2020-04-08,2020-04-08,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,2,78745.0,30.18894688,-97.78658183,"Molitor Electric, Inc.",2020,2020,No
2020-04-08,2020-02-28,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,7,78758.0,,,"Prestige Tank And Pump Services, Inc",2020,2020,No
2020-04-07,2020-03-24,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,1.0,1,78724.0,30.29685001,-97.64387776,,2020,2020,No
2020-04-07,2020-04-06,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,7,78727.0,30.42725416,-97.71256666,Acl Electric Llc,2020,2020,No
2020-04-07,2020-04-07,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78744.0,30.1680903,-97.69807411,Victory Plumbing Company,2020,2020,No
2020-04-07,2020-04-03,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.15166058,-97.72024475,"In Charge Electrical Services, Llc",2020,2020,No
2020-04-07,2020-04-01,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,10,78759.0,30.39839948,-97.76655264,,2020,2020,No
2020-04-06,2019-09-11,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78721.0,30.28132016,-97.68995685,,2020,2020,No
2020-04-06,2020-04-02,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,8,78736.0,,,,2020,2020,No
2020-04-06,2020-04-06,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78724.0,30.31841412,-97.62289835,Allen Bebee Electric,2020,2020,No
2020-04-06,2020-03-02,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Air Conductors Llc,2020,2020,No
2020-04-06,2020-04-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46186782,-97.6773772,,2020,2020,No
2020-04-06,2019-10-02,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78744.0,30.16064183,-97.72705991,,2020,2020,No
2020-04-03,2020-04-03,Plumbing Permit,Residential,Residential,Change Out,Final,,,,3,78702.0,30.25583821,-97.70547509,,2020,2020,No
2020-04-03,2019-06-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78726.0,30.43348501,-97.84217952,,2020,2020,No
2020-04-03,2020-04-03,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78744.0,30.16917169,-97.69796549,Victory Plumbing Company,2020,2020,No
2020-04-02,2020-01-07,Plumbing Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,2,78744.0,30.20440638,-97.71889718,Ml Patterson Plumbing Llc,2020,2020,No
2020-04-01,2020-03-24,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,3,78721.0,,,,2020,2020,No
2020-04-01,2020-03-31,Electrical Permit,Commercial,Sign Permit,Awning,Final,,,,3,78721.0,,,,2020,2020,No
2020-04-01,2019-08-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.13496613,-97.76246927,,2020,2020,No
2020-03-31,2020-03-30,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78731.0,30.31264819,-97.75401711,,2020,2020,No
2020-03-31,2019-10-21,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.15519925,-97.75928215,,2020,2020,No
2020-03-30,2020-03-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,,,,2020,2020,No
2020-03-30,2019-09-04,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,,,,2020,2020,No
2020-03-30,2020-03-27,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78724.0,30.31697947,-97.62229826,Wallin Services Inc,2020,2020,No
2020-03-27,2020-03-12,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,3,78745.0,30.21527689,-97.78236936,,2020,2020,No
2020-03-26,2019-09-04,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,,,,2020,2020,No
2020-03-26,2019-08-22,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,,,,2020,2020,No
2020-03-25,2020-03-24,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,3,78704.0,30.22745969,-97.7670352,,2020,2020,No
2020-03-25,2020-03-25,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.14817028,-97.7190258,"Ies Residential, Inc.",2020,2020,No
2020-03-24,2020-02-13,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,3,78741.0,,,Trevino Trevino Electrical Serv,2020,2020,No
2020-03-24,2020-03-19,Mechanical Permit,Residential,Residential,Change Out,Final,,,,3,78745.0,30.2170491,-97.78103999,American Residential Services (Ars),2020,2020,No
2020-03-23,2020-03-18,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,9,78722.0,,,,2020,2020,No
2020-03-23,2020-03-23,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78703.0,30.28439364,-97.77072508,,2020,2020,No
2020-03-23,2020-03-20,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,7,78757.0,30.35905882,-97.73460323,,2020,2020,No
2020-03-23,2019-06-27,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,5,78745.0,30.22270613,-97.77936717,Wrigley Air Conditioning & Heating,2020,2020,No
2020-03-23,2019-11-12,Plumbing Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,3,78702.0,,,Christianson Plumbing,2020,2020,No
2020-03-20,2020-03-17,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,8,78739.0,30.19137292,-97.89408401,,2020,2020,No
2020-03-20,2019-09-24,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35895322,-97.66291983,,2020,2020,No
2020-03-20,2020-03-20,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,10,78726.0,,,,2020,2020,No
2020-03-20,2020-03-20,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,7,78660.0,30.43797485,-97.65604828,"Ies Residential, Inc.",2020,2020,No
2020-03-20,2020-03-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35845355,-97.66230252,,2020,2020,No
2020-03-19,2020-03-18,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78725.0,30.23367799,-97.58539151,"Ies Residential, Inc.",2020,2020,No
2020-03-18,2020-03-18,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78725.0,30.23374187,-97.5843951,"Ies Residential, Inc.",2020,2020,No
2020-03-18,2020-03-11,Plumbing Permit,Residential,Residential,New,Final,,1.0,2.0,Unknown,78728.0,30.46380992,-97.68911878,Victory Plumbing Company,2020,2020,No
2020-03-18,2020-03-13,Mechanical Permit,Residential,Residential,Change Out,Final,,,,7,78757.0,30.34417743,-97.71746197,"Sa&H Western Holdings, Llc",2020,2020,No
2020-03-18,2020-03-13,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.3589107,-97.66418011,,2020,2020,No
2020-03-18,2020-03-18,Plumbing Permit,Commercial,Commercial,Repair,Expired,,,0.0,7,78727.0,,,Jds Plumbing,2020,2020,No
2020-03-18,2019-07-09,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78724.0,30.29222184,-97.65192067,"Air Pro, Inc.",2020,2020,No
2020-03-18,2020-03-18,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78746.0,30.29626781,-97.80567909,"Ies Residential, Inc.",2020,2020,No
2020-03-17,2020-03-12,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,8,78749.0,30.21109119,-97.88409276,,2020,2020,No
2020-03-17,2020-02-12,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,10,78731.0,30.30923108,-97.74972451,Magnify Electric,2020,2020,No
2020-03-17,2020-03-13,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,Unknown,78744.0,30.16791258,-97.69772444,"In Charge Electrical Services, Llc",2020,2020,No
2020-03-17,2020-03-17,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-03-17,2019-10-22,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78723.0,30.29416513,-97.67443621,,2020,2020,No
2020-03-17,2020-03-16,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.37823188,-97.60041986,,2020,2020,No
2020-03-17,2020-03-16,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,9,78751.0,30.30664174,-97.71752215,,2020,2020,No
2020-03-16,2020-03-16,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,4,78752.0,,,James M G Electrical Services,2020,2020,No
2020-03-16,2020-03-12,Electrical Permit,Commercial,Sign Permit,Freestanding,Expired,,,,8,78735.0,30.25596029,-97.8682549,,2020,2020,No
2020-03-16,2020-03-12,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35885804,-97.66561511,,2020,2020,No
2020-03-13,2019-12-03,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,30.35585257,-97.65983738,D R Horton Homes,2020,2020,No
2020-03-13,2020-03-11,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,1,78724.0,30.29725021,-97.64591097,Green Light Solar Llc,2020,2020,No
2020-03-13,2019-08-30,Plumbing Permit,Residential,R- 330  Accessory Use to Primary,New,Final,,1.0,1.0,10,78731.0,30.33752344,-97.76133293,,2020,2020,No
2020-03-12,2020-02-13,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78741.0,,,Art G Plumbing,2020,2020,No
2020-03-12,2020-02-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.4657251,-97.69036482,,2020,2020,No
2020-03-12,2020-03-12,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78744.0,30.16791258,-97.69772444,Victory Plumbing Company,2020,2020,No
2020-03-11,2019-11-14,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78702.0,30.25758094,-97.69859701,,2020,2020,No
2020-03-11,2020-03-10,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-03-11,2019-08-29,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78736.0,30.24530834,-97.8942516,,2020,2020,No
2020-03-11,2020-02-19,Plumbing Permit,Residential,Residential,Repair,Final,,2.0,1.0,5,78704.0,30.24932769,-97.78205586,La Sabana Llc,2020,2020,No
2020-03-11,2020-03-11,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78722.0,30.28461952,-97.71025011,,2020,2020,No
2020-03-10,2020-03-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.3901612,-97.61637951,,2020,2020,No
2020-03-10,2019-12-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,6,78717.0,30.4774963,-97.76874144,,2020,2020,No
2020-03-10,2020-03-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,9,78705.0,30.30069832,-97.73646315,,2020,2020,No
2020-03-10,2019-02-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35839062,-97.66363948,,2020,2020,No
2020-03-10,2018-11-06,Mechanical Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,6.0,2.0,5,78748.0,,,"Guevara Ac Company, Llc",2020,2020,No
2020-03-10,2020-03-05,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78728.0,30.46292376,-97.67976107,,2020,2020,No
2020-03-10,2020-03-10,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,10,78726.0,,,,2020,2020,No
2020-03-10,2019-02-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35840703,-97.66350265,,2020,2020,No
2020-03-09,2020-03-02,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Allen Bebee Electric,2020,2020,No
2020-03-09,2020-03-09,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,5,78704.0,,,Texas Goodlight Electric,2020,2020,No
2020-03-09,2020-03-04,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Allen Bebee Electric,2020,2020,No
2020-03-09,2020-03-02,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Allen Bebee Electric,2020,2020,No
2020-03-09,2020-03-09,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78759.0,30.40387798,-97.76118724,,2020,2020,No
2020-03-09,2020-03-02,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Allen Bebee Electric,2020,2020,No
2020-03-06,2020-01-17,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,3,78721.0,30.25890549,-97.68813097,Xenon'S & More Plumbing,2020,2020,No
2020-03-06,2020-03-05,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78660.0,30.44268218,-97.65796176,,2020,2020,No
2020-03-06,2020-03-05,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,9,78701.0,30.27175094,-97.73809103,Facility Solutions Group,2020,2020,No
2020-03-06,2019-08-30,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39697007,-97.61307825,,2020,2020,No
2020-03-05,2020-03-03,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,7,78758.0,30.40381391,-97.71909614,,2020,2020,No
2020-03-05,2020-02-21,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.15978656,-97.72625374,"In Charge Electrical Services, Llc",2020,2020,No
2020-03-04,2020-03-04,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,4,78753.0,,,,2020,2020,No
2020-03-04,2019-04-12,Plumbing Permit,Commercial,Commercial,Irrigation,Final,,,,5,78745.0,30.2040814,-97.807252,,2020,2020,No
2020-03-04,2019-10-21,Plumbing Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,0.0,9,78704.0,30.2423677,-97.73910877,Buffy'S Plumbing,2020,2020,No
2020-03-04,2019-09-04,Building Permit,Residential,R- 330  Accessory Use to Primary,New,Expired,0.0,1.0,1.0,4,78723.0,,,,2020,2020,No
2020-03-03,2020-03-02,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,3,78702.0,,,M & C Electric Inc,2020,2020,No
2020-03-03,2020-03-03,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,7,78727.0,,,Abc Electrical Service,2020,2020,No
2020-03-03,2019-11-01,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,7,78753.0,30.40723698,-97.64647494,,2020,2020,No
2020-03-02,2018-05-03,Electrical Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,,0.0,1.0,2,78617.0,,,,2020,2020,No
2020-03-02,2020-02-25,Electrical Permit,Commercial,Sign Permit,Freestanding,Final,,,,6,78727.0,,,,2020,2020,No
2020-03-02,2020-02-07,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,20.0,9,78701.0,,,D3 Mechanical Llc,2020,2020,No
2020-03-02,2018-07-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78704.0,,,,2020,2020,No
2020-03-02,2020-01-27,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78617.0,,,Air Conductors Llc,2020,2020,No
2020-03-02,2020-03-02,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,1.0,10,78731.0,30.34631324,-97.75419829,Austin Plumbery,2020,2020,No
2020-02-29,2020-02-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.30433221,-97.62472977,,2020,2020,No
2020-02-28,2020-02-28,Electrical Permit,Commercial,Sign Permit,Projecting,Expired,,,,7,78758.0,30.40168382,-97.72673719,,2020,2020,No
2020-02-28,2020-02-18,Plumbing Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,5.0,7,78758.0,,,Cedar Park Plumbing Heating & Air Inc,2020,2020,No
2020-02-28,2020-01-28,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,7,78753.0,,,"Rose Electric, Inc.",2020,2020,No
2020-02-28,2019-07-09,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78617.0,30.14755082,-97.59703657,,2020,2020,No
2020-02-28,2019-10-01,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.15996998,-97.72756227,,2020,2020,No
2020-02-27,2020-02-27,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78660.0,,,Med-Tex Electric,2020,2020,No
2020-02-27,2016-06-08,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,9,78751.0,30.31139665,-97.72925207,,2020,2020,No
2020-02-27,2020-02-21,Plumbing Permit,Residential,Residential,Change Out,Expired,,,,7,78757.0,30.36713208,-97.73573687,,2020,2020,No
2020-02-26,2019-10-09,Electrical Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,4,78723.0,,,Aei Electric Llc,2020,2020,No
2020-02-26,2019-10-09,Electrical Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,4,78723.0,,,Aei Electric Llc,2020,2020,No
2020-02-26,2020-02-25,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,10,78732.0,,,"In Charge Electrical Services, Llc",2020,2020,No
2020-02-26,2020-02-26,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78652.0,30.13726528,-97.84793632,"Accent Plumbing, Inc.",2020,2020,No
2020-02-25,2019-02-27,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78754.0,30.35836701,-97.6640905,,2020,2020,No
2020-02-25,2020-02-25,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,Unknown,78724.0,30.24943341,-97.58672039,Frank'S Electric,2020,2020,No
2020-02-25,2020-02-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,5,78748.0,30.16378645,-97.82021531,,2020,2020,No
2020-02-25,2020-02-24,Plumbing Permit,Commercial,Commercial,Irrigation,Expired,,,,1,78753.0,,,,2020,2020,No
2020-02-24,2020-02-20,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78739.0,30.1698338,-97.8916682,,2020,2020,No
2020-02-24,2020-02-21,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78748.0,30.14924572,-97.83679281,Ies Residential Inc,2020,2020,No
2020-02-24,2020-02-24,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78748.0,30.14583392,-97.83671637,Victory Plumbing Company,2020,2020,No
2020-02-24,2018-12-21,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78652.0,30.16840746,-97.91941829,,2020,2020,No
2020-02-24,2020-02-21,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78725.0,30.23304758,-97.58280261,"Ies Residential, Inc.",2020,2020,No
2020-02-24,2019-04-18,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,8,78652.0,30.17030319,-97.91975393,,2020,2020,No
2020-02-21,2020-02-20,Plumbing Permit,Residential,Residential,Change Out,Final,,,,10,78731.0,30.34711588,-97.75869249,,2020,2020,No
2020-02-21,2020-02-21,Electrical Permit,Commercial,Sign Permit,Wall,Final,,,,7,78758.0,,,,2020,2020,No
2020-02-21,2019-10-09,Building Permit,Residential,R-2001 Relocation Residential,Relocation,Final,0.0,1.0,1.0,5,78704.0,30.25611515,-97.76785446,,2020,2020,No
2020-02-20,2019-04-08,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.2938713,-97.64138718,,2020,2020,No
2020-02-20,2019-06-03,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.29250058,-97.64107678,,2020,2020,No
2020-02-20,2019-06-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,10,78726.0,30.43489471,-97.84169238,,2020,2020,No
2020-02-20,2020-02-19,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,9,78705.0,30.29831523,-97.73775705,,2020,2020,No
2020-02-20,2020-02-14,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78724.0,30.29232375,-97.64208641,,2020,2020,No
2020-02-20,2020-02-19,Electrical Permit,Commercial,Commercial,Repair,Expired,,1.0,1.0,3,78741.0,,,,2020,2020,No
2020-02-20,2018-06-08,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,3,78721.0,,,Ari-Tex Electric Inc.,2020,2020,No
2020-02-19,2018-11-02,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,9,78723.0,30.29479729,-97.69531173,,2020,2020,No
2020-02-19,2020-01-08,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,2,78744.0,,,Victory Plumbing Company,2020,2020,No
2020-02-18,2020-02-18,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,Med-Tex Electric,2020,2020,No
2020-02-18,2019-10-29,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,,,,2020,2020,No
2020-02-14,2019-11-27,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,4,78751.0,,,,2020,2020,No
2020-02-14,2019-08-22,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,,,D R Horton Homes,2020,2020,No
2020-02-14,2020-02-13,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.14828961,-97.71921245,"In Charge Electrical Services, Llc",2020,2020,No
2020-02-14,2019-08-22,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,,,D R Horton Homes,2020,2020,No
2020-02-14,2019-09-17,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78723.0,30.29419684,-97.67397577,,2020,2020,No
2020-02-13,2020-02-13,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78728.0,30.46240275,-97.67877213,Victory Plumbing Company,2020,2020,No
