Issue Date,Applied Date,Permit Type,Property Class,Permit Class,Work Class,Status Current,Total Job Valuation,Housing Units,Number Of Floors,Council District,Original Zip,Latitude,Longitude,Contractor Company Name,Fiscal Year Issued,Calendar Year Issued,Has Valuation
2020-08-28,2020-06-24,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78660.0,30.40238014,-97.61398538,Landmark Electric,2020,2020,No
2020-09-21,2020-09-16,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,VOID,35000000.0,1.0,1.0,6,78717.0,,,,2020,2020,Yes
2020-08-31,2020-02-26,Building Permit,Residential,R- 101 Single Family Houses,New,Final,0.0,1.0,2.0,5,78704.0,,,Moazami Homes Llc,2020,2020,No
2020-08-27,2020-08-18,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78653.0,,,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
2020-09-01,2018-09-21,Driveway / Sidewalks,Commercial,Com. Driveway & Sidewalk,New,Final,,,,4,78752.0,30.33333526,-97.71542867,Commercial Contracting Consultants,2020,2020,No
2020-09-30,2020-04-09,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,1.0,1.0,7,78757.0,30.33888136,-97.73456016,,2020,2020,Yes
2020-09-28,2020-09-17,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Expired,,1.0,1.0,7,78759.0,30.40133632,-97.74462274,Entinu Networks Llc,2020,2020,No
2020-09-01,2020-08-29,Mechanical Permit,Residential,Residential,Change Out,Final,,,,9,78722.0,30.29257672,-97.71848016,Service Wizard Llc,2020,2020,No
2020-08-27,2019-12-06,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,10,78731.0,30.30947962,-97.75332518,Capital One Enterprises,2020,2020,No
2020-09-24,2020-09-23,Electrical Permit,Residential,Residential,Repair,Expired,,1.0,1.0,Unknown,78724.0,30.26278159,-97.57546966,"Ies Residential, Inc.",2020,2020,No
2020-09-25,2020-09-21,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,Unknown,78742.0,30.22953926,-97.68211608,Glotel Inc,2020,2020,No
2020-09-18,2020-09-18,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78721.0,,,Alpha One Electric Pllc,2020,2020,No
2020-09-23,2020-03-13,Electrical Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,0.0,0.0,10,78703.0,30.29867775,-97.75490076,Jb Gray Electric Inc,2020,2020,No
2020-09-07,2020-06-16,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,1,78754.0,30.35253586,-97.60073881,Rsi Communities (Do Not Use),2020,2020,No
2020-08-28,2020-07-16,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,5,78748.0,30.16231817,-97.81981356,,2020,2020,No
2020-09-25,2020-06-11,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,8,78735.0,,,,2020,2020,No
2020-09-13,2020-08-04,Mechanical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78724.0,30.28606444,-97.63871145,Air Conductors Llc,2020,2020,No
2020-09-28,2020-07-30,Building Permit,Residential,R- 101 Single Family Houses,New,Final,1.0,1.0,2.0,2,78744.0,30.15458785,-97.71773187,Brookfield Residential Texas Homes Llc,2020,2020,Yes
2020-09-18,2020-09-17,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,10,78756.0,30.31359026,-97.74045597,,2020,2020,No
2020-09-10,2020-06-24,Mechanical Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,,1.0,1.0,10,78731.0,30.366468,-97.75996157,A-Plus Energy Management,2020,2020,No
2020-09-22,2020-07-09,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,2,78744.0,30.15438244,-97.71683229,Victory Plumbing Company,2020,2020,No
2020-09-17,2020-06-09,Building Permit,Residential,R- 101 Single Family Houses,New,Final,200000.0,1.0,2.0,3,78741.0,30.23022784,-97.69788942,Precise Custom Homes Inc. (Main),2020,2020,Yes
2020-08-28,2020-02-26,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78660.0,30.39221513,-97.61427208,,2020,2020,No
2020-08-31,2020-02-26,Electrical Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,36.0,3.0,1,78724.0,,,"Msf Electric, Inc.",2020,2020,No
2020-09-21,2020-09-21,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,Unknown,78724.0,30.31821205,-97.6185481,Wallin Services Inc,2020,2020,No
2020-08-27,2020-08-18,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,0.0,6,78759.0,30.41515869,-97.78996668,Proven Plumbing Llc,2020,2020,No
2020-09-02,2020-08-20,Plumbing Permit,Residential,Residential,Repair,Expired,,0.0,0.0,3,78702.0,30.26911548,-97.69857372,Mtz Plumbing Services,2020,2020,No
2020-09-09,2020-09-08,Plumbing Permit,Residential,Residential,Change Out,Final,,,,5,78704.0,30.23554102,-97.78498885,Roto- Rooter Service Co,2020,2020,No
2020-09-21,2020-06-17,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78754.0,30.35274791,-97.60113874,Excalibur Plumbing,2020,2020,No
2020-09-17,2020-09-02,Driveway / Sidewalks,Residential,Res. Driveway & Sidewalk,New,Final,,,,7,78660.0,30.43814556,-97.65500241,Blackburn Communities,2020,2020,No
2020-09-14,2020-09-10,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78744.0,30.20212835,-97.6929913,"Solstema, Llc",2020,2020,No
2020-09-25,2020-09-04,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,5,78748.0,30.16294682,-97.81947438,,2020,2020,No
2020-09-30,2020-09-24,Building Permit,Residential,R- 101 Single Family Houses,New,Final,319750.0,1.0,2.0,2,78747.0,30.13867611,-97.76314585,"Pacesetter Homes, Llc",2020,2020,Yes
2020-09-01,2020-04-15,Plumbing Permit,Commercial,C- 327 Stores & Customer Services,Shell,Final,,1.0,1.0,8,78736.0,,,Jl Phelps & Associates,2020,2020,No
2020-09-02,2020-09-01,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,1,78653.0,,,,2020,2020,No
2020-09-14,2020-04-10,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,1.0,2.0,10,78731.0,30.31901444,-97.75001734,A&J Contracting,2020,2020,Yes
2020-09-14,2020-08-05,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,0.0,0.0,Unknown,78746.0,,,Egg Homes Llc,2020,2020,Yes
2020-09-08,2020-07-13,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78660.0,30.40174637,-97.61509795,Christianson Plumbing,2020,2020,No
2020-08-28,2020-01-28,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,0.0,1.0,5,78745.0,30.22932841,-97.80150829,Camla Management & Construction Llc,2020,2020,No
2020-09-22,2020-06-22,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,145000.0,0.0,1.0,1,78754.0,30.40166252,-97.63942128,The Marcus Organization,2020,2020,Yes
2020-09-29,2019-03-05,Mechanical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,1.0,1.0,3,78741.0,30.2271802,-97.70590961,Omega Mechanical Inc,2020,2020,No
2020-09-02,2019-03-12,Plumbing Permit,Residential,Residential,Remodel,Final,,1.0,1.0,3,78702.0,30.25748629,-97.71921822,,2020,2020,No
2020-09-17,2020-08-24,Building Permit,Residential,R- 645 Demolition One Family Homes,Demolition,Final,0.0,1.0,1.0,3,78702.0,30.26927689,-97.69906679,Dar Construction,2020,2020,No
2020-09-25,2020-09-18,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Expired,75210.0,1.0,1.0,10,78730.0,30.37333533,-97.84739049,Renewal By Andersen,2020,2020,Yes
2020-08-31,2020-05-19,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78723.0,30.29462103,-97.67427152,,2020,2020,No
2020-09-16,2020-07-17,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78653.0,,,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
2020-08-31,2020-08-18,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,3564.0,1.0,0.0,6,78729.0,,,Harvey-Cleary Builders ***Main***,2020,2020,Yes
2020-09-02,2020-05-07,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78653.0,,,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
2020-09-14,2020-09-11,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,10,78730.0,30.38549851,-97.8515816,Hesolar Llc,2020,2020,No
2020-09-03,2020-09-02,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78744.0,30.14987054,-97.72188181,,2020,2020,No
2020-09-24,2020-01-08,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Expired,23101.0,1.0,1.0,6,78726.0,30.43748409,-97.8284786,,2020,2020,Yes
2020-08-31,2019-02-15,Plumbing Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,1.0,0.0,3,78721.0,30.27353285,-97.68964091,Standard Plumbing Inc.,2020,2020,No
2020-09-23,2020-04-03,Mechanical Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Expired,,1.0,1.0,9,78723.0,30.30246764,-97.70546692,"Hc Beck, Ltd.",2020,2020,No
2020-09-18,2020-09-18,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,37389.0,1.0,1.0,1,78753.0,30.37687355,-97.66497398,Renewal By Andersen,2020,2020,Yes
2020-09-25,2020-09-15,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78660.0,30.43759236,-97.65353545,Texas Comfort Air,2020,2020,No
2020-09-10,2020-07-24,Building Permit,Residential,R- 101 Single Family Houses,New,Final,203850.0,1.0,2.0,1,78660.0,30.39870776,-97.61408897,D R Horton Homes,2020,2020,Yes
2020-09-25,2020-07-01,Plumbing Permit,Residential,R- 102 Secondary Apartment,New,Final,,1.0,2.0,3,78702.0,30.25289749,-97.72833968,Lago Plumbing,2020,2020,No
2020-09-02,2020-09-01,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,1,78653.0,,,Bolder Electric Solutions,2020,2020,No
2020-09-05,2020-05-12,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,1.0,1,78753.0,30.39006289,-97.6654275,Generation Next Electric,2020,2020,No
2020-09-09,2020-04-16,Driveway / Sidewalks,Residential,"Res. Driveway, Curb, Gutter",New,Final,,,,1,78721.0,,,"Paradisa Homes, Llc***Main***",2020,2020,No
2020-09-21,2020-06-25,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,0.0,4.0,10,78759.0,,,"Sabre Commercial, Inc.**Main**",2020,2020,No
2020-09-25,2020-07-02,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,8400.0,1.0,1.0,5,78704.0,30.25897957,-97.77948486,"Lake Engineers & Constructor, Inc",2020,2020,Yes
2020-09-28,2020-08-17,Building Permit,Residential,R- 101 Single Family Houses,New,Final,175440.0,1.0,1.0,1,78754.0,30.34967129,-97.60351556,Rsi Communities (Do Not Use),2020,2020,Yes
2020-08-28,2020-08-27,Mechanical Permit,Residential,Residential,Change Out,Final,,,,7,78757.0,30.33703596,-97.73307204,Mccullough Heating & Air,2020,2020,No
2020-09-11,2020-07-29,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78653.0,,,Mustang Plumbing,2020,2020,No
2020-09-28,2020-07-10,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78660.0,30.40126058,-97.61540673,Landmark Electric,2020,2020,No
2020-08-28,2020-08-19,Mechanical Permit,Residential,Residential,Repair,Final,,0.0,0.0,7,78727.0,30.41638105,-97.72169706,"Conservation Services, Inc.",2020,2020,No
2020-09-17,2020-07-28,Electrical Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,,1.0,0.0,8,78748.0,30.1421327,-97.85131092,Generation Next Electric,2020,2020,No
2020-09-25,2020-06-08,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,10,78703.0,30.2966843,-97.77551739,Nalle Custom Homes,2020,2020,No
2020-09-25,2020-07-02,Plumbing Permit,Commercial,C-1001 Commercial Finish Out,Remodel,Final,,0.0,4.0,7,78758.0,30.40819461,-97.70425711,Classic Plumbing,2020,2020,No
2020-09-15,2020-05-13,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,30.13752094,-97.76013257,,2020,2020,No
2020-09-01,2020-08-25,Plumbing Permit,Residential,Residential,Repair,Final,,1.0,1.0,9,78704.0,30.25910211,-97.75402503,Austin Facility Services,2020,2020,No
2020-09-29,2020-07-16,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,3,78741.0,30.23220749,-97.69305266,Jrw Electric,2020,2020,No
2020-09-21,2020-02-28,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,35000000.0,1.0,1.0,6,78717.0,,,Oht Construction Llc ***Main***,2020,2020,Yes
2020-09-08,2020-09-04,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,Unknown,78744.0,30.16842031,-97.69713768,,2020,2020,No
2020-08-27,2020-02-21,Building Permit,Residential,R- 101 Single Family Houses,New,Final,350000.0,1.0,2.0,10,78731.0,30.35940422,-97.76403196,Lohr Homes,2020,2020,Yes
2020-09-02,2020-05-28,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78660.0,30.4002703,-97.61436219,Christianson Plumbing & Air Co,2020,2020,No
2020-09-02,2020-09-02,Electrical Permit,Commercial,Commercial,Repair,Final,,1.0,1.0,9,78723.0,30.29939673,-97.70298001,Ari-Tex Electric Inc.,2020,2020,No
2020-09-24,2020-09-18,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,2,78744.0,,,"Solstema, Llc",2020,2020,No
2020-08-28,2020-03-18,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78747.0,,,,2020,2020,No
2020-09-29,2020-09-28,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,7,78753.0,30.39568109,-97.64667006,Green Light Solar Llc,2020,2020,No
2020-09-28,2017-09-07,Electrical Permit,Commercial,C- 105 Five or More Family Bldgs,New,Final,,35.0,4.0,4,78751.0,30.31489559,-97.71307903,Jsm Elite Electric,2020,2020,No
2020-09-02,2020-08-26,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Final,40000.0,1.0,1.0,4,78758.0,30.38840688,-97.70056135,Market Properties Lp.,2020,2020,Yes
2020-09-17,2020-08-13,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,7,78753.0,30.40759549,-97.64599531,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-17,2020-09-02,Electrical Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78660.0,,,,2020,2020,No
2020-09-11,2000-03-14,Building Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,22000.0,,,6,78726.0,30.43626082,-97.83020213,,2020,2020,Yes
2020-09-21,2020-09-16,Mechanical Permit,Residential,Residential,Change Out,Expired,,,,8,78739.0,30.19371817,-97.88137667,,2020,2020,No
2020-09-08,2020-08-27,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,1.0,Unknown,78729.0,30.45856196,-97.77613783,Liberty Hill Plumbing,2020,2020,No
2020-09-15,2020-02-05,Electrical Permit,Residential,R- 103 Two Family Bldgs,New,Final,,2.0,2.0,7,78757.0,30.33920196,-97.72962083,Aztec Electric Service,2020,2020,No
2020-09-04,2020-09-03,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,0.0,Unknown,78729.0,30.45592265,-97.77646502,Liberty Hill Plumbing,2020,2020,No
2020-09-23,2020-08-24,Building Permit,Residential,R- 435 Renovations/Remodel,Repair,Expired,12654.0,1.0,1.0,2,78744.0,30.17728534,-97.76057099,Power Hrg,2020,2020,Yes
2020-08-31,2020-08-28,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,6,78759.0,30.40934136,-97.77707539,M-1 Electric,2020,2020,No
2020-08-31,2020-01-13,Building Permit,Residential,R- 102 Secondary Apartment,New,Final,1.0,1.0,2.0,1,78702.0,30.27978428,-97.71629789,Guardian Custom Builders****Main***,2020,2020,Yes
2020-09-29,2020-09-01,Building Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,31000.0,1.0,0.0,Unknown,78746.0,,,Pools 123 Waco,2020,2020,Yes
2020-09-01,2019-04-12,Mechanical Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Expired,,0.0,0.0,10,78759.0,30.41307959,-97.76800543,Dba Zach Hyatt Plumbing,2020,2020,No
2020-09-08,2019-10-29,Plumbing Permit,Commercial,"C- 437 Addn, Alter, Convn-NonRes",Addition and Remodel,Final,,1.0,3.0,10,78703.0,30.30846346,-97.763667,Cedar Park Plumbing Heating & Air Inc,2020,2020,No
2020-09-16,2020-06-05,Building Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,1.0,1.0,1.0,1,78702.0,30.26887629,-97.72236037,Boomtown Design Llc,2020,2020,Yes
2020-09-15,2020-09-14,Mechanical Permit,Residential,Residential,Change Out,Final,,,,9,78704.0,30.24691262,-97.73904052,Alamo Austin Air Conditioning & Heating Inc,2020,2020,No
2020-08-31,2020-08-19,Mechanical Permit,Residential,Residential,Change Out,Final,,,,6,78726.0,30.43399073,-97.82043463,"Sa&H Western Holdings, Llc",2020,2020,No
2020-09-14,2020-08-15,Electrical Permit,Residential,Residential,Auxiliary Power,Final,,1.0,1.0,5,78748.0,30.17541055,-97.80840981,Greenbelt Solar,2020,2020,No
2020-08-31,2020-06-01,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,6.0,2.0,2,78744.0,30.1996283,-97.73520938,"Legacy Construction Sercives, Llc",2020,2020,No
2020-09-10,2020-02-26,Building Permit,Commercial,C- 327 Stores & Customer Services,Shell,Final,786616.0,0.0,1.0,5,78745.0,30.19075757,-97.8322535,Pruneda Construction***Main**,2020,2020,Yes
2020-09-18,2019-06-14,Mechanical Permit,Commercial,Commercial,Repair,Final,,0.0,0.0,7,78753.0,,,Warren Southwest Refrigeration,2020,2020,No
2020-09-02,2020-08-14,Building Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,10000.0,0.0,0.0,5,78747.0,30.126344,-97.79983585,Journeyman Construction,2020,2020,Yes
2020-09-15,2020-09-11,Plumbing Permit,Residential,Residential,Repair,Expired,,1.0,0.0,5,78704.0,30.24986243,-97.78806073,Salty Dog Plumbing Services Llc,2020,2020,No
2020-09-01,2020-08-14,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,2.0,2,78719.0,,,T&G Corporation Dba Florida T&G Corporation Texas Division Inc,2020,2020,No
2020-09-01,2019-02-21,Mechanical Permit,Commercial,C- 329 Com Structures Other Than Bldg,New,Final,,0.0,0.0,7,78753.0,30.39968443,-97.67858577,Schaffer Mechanical,2020,2020,No
2020-09-24,2020-09-18,Electrical Permit,Residential,Residential,Repair,Final,,1.0,1.0,2,78744.0,30.15060503,-97.71784914,"In Charge Electrical Services, Llc",2020,2020,No
2020-09-30,2020-09-30,Plumbing Permit,Residential,Residential,New,Final,,1.0,1.0,Unknown,78725.0,30.21955347,-97.63148716,,2020,2020,No
2020-09-28,2019-11-04,Driveway / Sidewalks,Residential,Res. Driveway,New,Final,,,,3,78741.0,30.24184478,-97.69438885,"Urban Squared Builders, Llc",2020,2020,No
2020-09-21,2020-06-24,Mechanical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,1.0,1,78660.0,30.40187429,-97.61386639,Christianson Plumbing & Air Co,2020,2020,No
2020-08-28,2020-07-13,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,1.0,9,78704.0,30.25142497,-97.74865448,Rand Construction Corporation,2020,2020,No
2020-09-25,2020-08-20,Electrical Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,3,78741.0,30.22002786,-97.69593818,Aei Electric Llc,2020,2020,No
2020-09-28,2020-09-08,Plumbing Permit,Residential,R- 101 Single Family Houses,New,Final,,1.0,2.0,1,78653.0,,,Mustang Plumbing,2020,2020,No
2020-09-18,2020-09-17,Mechanical Permit,Residential,Residential,Change Out,Final,,,,2,78744.0,30.1929655,-97.75622755,Totally Cool,2020,2020,No
2020-09-11,2020-09-10,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,Unknown,78734.0,,,,2020,2020,No
2020-09-25,2020-05-07,Plumbing Permit,Residential,Residential,Irrigation,Final,,,,2,78744.0,30.15894409,-97.72513076,,2020,2020,No
2020-09-29,2020-06-05,Plumbing Permit,Residential,R- 434 Addition & Alterations,Addition and Remodel,Final,,1.0,2.0,3,78721.0,30.26784609,-97.68928967,,2020,2020,No
2020-08-31,2020-05-15,Plumbing Permit,Commercial,Commercial,Repair,Final,,,3.0,4,78723.0,,,Priscilla Plumbing Company,2020,2020,No
2020-08-31,2020-06-01,Building Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,6.0,2.0,2,78744.0,30.1996283,-97.73520938,"Legacy Construction Sercives, Llc",2020,2020,No
2020-09-10,2018-10-10,Electrical Permit,Commercial,C-1000 Commercial Remodel,Remodel,Final,,1.0,2.0,3,78702.0,30.26441784,-97.69843894,Tumlinson Electric,2020,2020,No
2020-09-23,2020-09-21,Electrical Permit,Residential,Residential,Upgrade,Final,,1.0,1.0,10,78759.0,30.40788226,-97.76049021,Joe Hernandez Electric,2020,2020,No
2020-08-31,2020-06-08,Building Permit,Residential,R- 329 Res Structures Other Than Bldg,New,Final,40000.0,0.0,0.0,7,78757.0,30.34490705,-97.72181825,"Cody Pools, Inc. **Main",2020,2020,Yes
2020-09-17,2020-09-16,Mechanical Permit,Residential,Residential,Change Out,Final,,,,8,78746.0,30.33682377,-97.8010748,"Stan'S Heating, Air, Plumbing, & Electrical",2020,2020,No
